Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Togo,TGO,"Population, total",SP.POP.TOTL,1673110,1702717,1732959,1765072,1803440,1853771,1918513,1995890,2080226,2164814,2244773,2317976,2384994,2448749,2511760,2574622,2637796,2701894,2768148,2839854,2920894,3013043,3115042,3222899,3332837,3441091,3547952,3657508,3769742,3883411,3998761,4115560,4233617,4207453,4222940,4410832,4577860,4725030,4860913,5000269,5140037,5277382,5413274,5552167,5696508,5844631,6010668,6188344,6368812,6551865,6732590,6916474,7100736,7285442,7472450,7663195,7858289,8057140,8258778,8463068,8669720,8878379,9089738,9304337,9515236
